Start Date,End Date,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited,Photos
2003/08,2003/11,German Seminar In Berlin,Sigrun Leonhard,Fall,15,Germany,Germany
2003/11,2004/12,"History, Memory, And The Atlantic World",Harry Williams,Winter Break,11,Ghana,Ghana
2003/06,2003/08,Irish Literature And Culture In Ireland,Jim McDonnell,Summer,23,Ireland,Ireland
2004/1,2004/03,Marine Biology Seminar In Australia & New Zealand,Gary Wagenbach,Winter,26,Australia,"Australia, New Zealand"
2004/03,2004/06,"Political Science Seminar In Washington, D.C.",Steven Schier,Spring,19,USA,USA
2003/08,2003/11,Spanish Seminar In Madrid,Humberto Huergo,Fall,19,Spain,Spain
2004/1,2004/03,Spanish Seminar In Puebla,José Cerna Bazan,Winter,20,Mexico,Mexico
2004/06,2004/08,American Studies Seminar In California,Mike Kowalewski,Summer,14,USA,USA
2004/11,2005/12,Art History In Amsterdam,Alison Kettering,Winter Break,13,The Netherlands,The Netherlands
2004/08,2004/11,Chinese Studies In Tianjin,Qiguang Zhao,Fall,25,China,China
2004/06,2004/08,Economics Seminar In Cambridge,Nathan Grawe,Summer,24,UK,UK
2005/1,2005/03,English & Psychology Seminar In London,Constance Walker & Neil Lutsky,Winter,34,UK,UK
2005/03,2005/06,French Studies In Paris,Scott Carpenter,Spring,24,France,France
2004/08,2004/11,German Seminar In Munich & Wittenberg,Julie Klassen,Fall,11,Germany,Germany
2005/03,2005/06,Political Science Seminar In Maastricht,Al Montero,Spring,26,The Netherlands,The Netherlands
2005/03,2005/06,Russian Seminar In Moscow,Diane Nemec Ignashev,Spring,12,Russia,Russia
2004/08,2004/11,Spanish Seminar In Madrid,Humberto Huergo,Fall,17,Spain,Spain
2005/1,2005/03,Spanish Seminar In Morelia,Diane Pearsall,Winter,18,Mexico,Mexico
2005/1,2005/03,Studio Art Seminar In Nz & Australia,Fred Hagstrom,Winter,26,New Zealand,"Australia, Cook Islands, New Zealand"
2004/11,2005/12,Tropical Field Ecology In Costa Rica,Mark McKone,Winter Break,14,Costa Rica,Costa Rica
2006/1,2006/03,Coastal Biogeoscience Seminar In Australia,Phil Camill & Clint Cowan,Winter,32,Australia,Australia
2005/11,2006/12,Dream And Reality In Turn-of-the-century Vienna,Anne Ulmer,Winter Break,13,Austria,Austria
2005/06,2005/08,Economics Seminar In Cambridge,Mike Hemesath,Summer,24,UK,UK
2006/03,2006/06,English Literature And Theater In London,Nancy Cho,Spring,18,UK,UK
2006/1,2006/03,Francophone Studies Seminar In Mali,Chérif Keïta,Winter,22,Mali,Mali
2006/03,2006/06,French Studies In Paris,Éva Pósfay,Spring,17,France,France
2005/08,2005/11,Geology Seminar In Italy,Cameron Davidson,Fall,16,Italy,Italy
2005/06,2005/08,Irish Literature And Culture In Ireland,Greg Hewett,Summer,25,Ireland,Ireland
2005/11,2006/12,Photography In Hawaii,Linda Rossi,Winter Break,10,USA,USA
